Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04
836,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
837,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04
838,Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0,0.25,2.03
839,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03
840,Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0,0.16,2.03
841,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03
842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0,0.3,2.02
843,Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
844,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0,0.17,2.02
845,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
846,TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0,0.25,2.01
847,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0,0.18,2.01
848,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2
849,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2
850,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2
851,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2
852,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.3,0,0.22,2
853,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99
854,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
855,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99
856,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98
857,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
858,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.16,1.98
859,Resident Evil 6,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
860,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97
861,Sonic Classic Collection,DS,2010,Platform,Sega,0.99,0.8,0,0.18,1.97
862,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97
863,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0,0.19,1.97
864,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97
865,Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97
866,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97
867,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
868,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
869,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96
870,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96
871,Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96
872,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96
873,Destiny,X360,2014,Shooter,Activision,1.3,0.49,0,0.16,1.95
874,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95
875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95
876,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95
877,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95
878,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94
879,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94
880,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94
881,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94
882,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
883,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94
884,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94
885,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94
886,X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93
887,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0,0.17,1.93
888,Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.56,0,0.27,1.93
889,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93
890,Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93
891,Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
892,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.24,0,0.16,1.93
893,Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93
894,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0,0.29,0.12,1.93
895,Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92
896,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92
897,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92
898,Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0,0.2,1.92
899,Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92
900,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92
901,MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92
902,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92
903,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0,0.18,1.92
904,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91
905,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0,0.19,1.91
906,Game Party 2,Wii,2008,Misc,Midway Games,1.3,0.44,0,0.17,1.91
907,Destiny: The Taken King,PS4,2015,Shooter,Activision,0.77,0.78,0.04,0.31,1.91
908,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.08,0.66,0,0.17,1.91
909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
910,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9
911,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89
912,Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.15,0,0.18,1.89
913,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89
914,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88
915,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88
916,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88
917,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
918,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88
919,WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
920,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87
921,Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
922,FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87
923,Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87
924,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
925,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
926,Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86
927,Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86
928,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
929,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
930,SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86
931,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86
932,NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86
933,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.34,0.37,0,0.15,1.86
934,Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86
935,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.85,0.71,0.13,0.16,1.86
936,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85
937,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
938,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.83,0.82,0,0.2,1.85
939,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85
940,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85
941,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
942,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,0,1.1,0.42,0.33,1.84
943,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
944,NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84
945,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0,1.83
946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83
947,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.23,1.83
948,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83
949,Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83
950,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
951,The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
952,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
953,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82
954,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
955,Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82
956,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82
957,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
958,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81
959,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
960,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81
961,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81
962,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
963,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81
964,Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8
965,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
966,Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8
967,NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8
968,NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,1.8
969,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.96,0.07,0.27,1.79
970,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
971,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79
972,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
973,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78
974,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78
975,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0,0.08,1.78
976,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78
977,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78
978,Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.94,0.06,0.33,1.78
979,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78
980,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77
981,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77
982,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0,0.16,1.77
983,Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77
984,Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.59,0.03,0,0.15,1.77
985,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77
986,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
987,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
988,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.45,0.01,0.24,1.77
989,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
990,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76
991,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76
992,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
993,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
994,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76
995,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76
996,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76
997,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76
998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
999,Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76
1001,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0,0.16,1.76
1002,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76
1003,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1004,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
1005,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75
1006,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75
1007,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75
1008,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
1009,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.54,0.03,0.18,1.75
1010,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
1011,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
1012,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
1013,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75
1014,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
1015,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75
1016,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1018,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
1019,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0,0.16,1.74
1020,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
1021,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1022,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74
1023,Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74
1024,Diablo III,PS4,2014,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74
1025,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74
1026,Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73
1027,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73
1028,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
1029,Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0,0.05,1.73
1030,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
1031,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0,0.14,1.73
1032,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73
1033,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0,0.22,1.72
1035,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
1036,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0,0.28,1.72
1037,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72
1038,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0,0.19,1.72
1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.33,1.72
1040,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72
1041,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72
1042,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.25,1.71
1043,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0,0.12,1.71
1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0,0.08,1.71
1045,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0,0.15,1.71
1046,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1047,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71
1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71
1049,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71
1050,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.7
1051,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
1052,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7
1053,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
1054,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0,0.09,1.7
1055,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
1056,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7
1057,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
1058,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1060,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15,1.69
1061,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69
1062,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1063,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69
1064,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
1065,FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69
1066,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1067,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1068,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
1069,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1070,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69
1071,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.19,1.69
1072,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1073,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
1074,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0,0.32,1.68
1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68
1076,NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68
1077,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1078,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1079,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1080,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68
1081,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0,0.14,1.68
1082,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1083,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1084,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0,0.17,1.67
1085,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67
1086,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.67
1087,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67
1088,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1089,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
1090,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67
1091,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1092,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67
1093,"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
1094,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0,0.19,1.67
1095,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
1096,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67
1097,NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67
1098,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67
1099,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1100,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
